date,AdrBalUSD100Cnt,AdrBalUSD100KCnt,AdrBalUSD10Cnt,AdrBalUSD10KCnt,AdrBalUSD10MCnt,AdrBalUSD1Cnt,AdrBalUSD1KCnt,AdrBalUSD1MCnt
18-07-10,102,0,382,0,0,49401,18,0
19-07-10,103,0,400,0,0,49409,19,0
20-07-10,101,0,412,0,0,49480,17,0
21-07-10,104,0,430,0,0,49502,18,0
22-07-10,90,0,356,0,0,49580,14,0
23-07-10,92,0,366,0,0,49687,16,0
24-07-10,92,0,371,0,0,49727,14,0
25-07-10,91,0,375,0,0,49767,13,0
26-07-10,92,0,386,0,0,49378,15,0
27-07-10,94,0,391,0,0,49369,16,0
28-07-10,96,0,397,0,0,49404,17,0
29-07-10,108,0,469,0,0,49594,18,0
30-07-10,101,0,399,0,0,49612,18,0
31-07-10,108,0,473,0,0,49743,18,0
01-08-10,102,0,402,0,0,49802,18,0
02-08-10,105,0,410,0,0,49894,18,0
03-08-10,108,0,413,0,0,49901,18,0
04-08-10,110,0,421,0,0,50005,15,0
05-08-10,109,0,428,0,0,50100,18,0
06-08-10,112,0,432,0,0,50138,18,0
07-08-10,113,0,441,0,0,50144,17,0
08-08-10,114,0,444,0,0,50228,18,0
09-08-10,124,0,529,0,0,50301,18,0
10-08-10,125,0,537,0,0,50341,18,0
11-08-10,127,0,530,0,0,50369,19,0
12-08-10,131,0,539,0,0,50519,19,0
13-08-10,124,0,466,0,0,50542,19,0
14-08-10,133,0,550,0,0,50726,19,0
15-08-10,128,0,477,0,0,50769,19,0
16-08-10,125,0,484,0,0,50781,18,0
17-08-10,135,0,564,0,0,50881,18,0
18-08-10,139,0,562,0,0,50836,18,0
19-08-10,133,0,566,0,0,50905,18,0
20-08-10,129,0,492,0,0,50922,18,0
21-08-10,130,0,496,0,0,51014,18,0
22-08-10,132,0,501,0,0,51052,18,0
23-08-10,133,0,510,0,0,51103,18,0
24-08-10,132,0,517,0,0,51158,18,0
25-08-10,133,0,521,0,0,51287,18,0
26-08-10,134,0,523,0,0,51369,18,0
27-08-10,135,0,522,0,0,51415,18,0
28-08-10,136,0,526,0,0,51480,18,0
29-08-10,137,0,530,0,0,51586,18,0
30-08-10,139,0,535,0,0,51661,18,0
31-08-10,141,0,511,0,0,51634,18,0
01-09-10,145,0,514,0,0,51696,18,0
02-09-10,148,0,523,0,0,51712,18,0
03-09-10,147,0,520,0,0,51800,18,0
04-09-10,150,0,527,0,0,51854,18,0
05-09-10,151,0,523,0,0,51909,18,0
06-09-10,154,0,525,0,0,51929,18,0
07-09-10,156,0,527,0,0,51999,18,0
08-09-10,157,0,533,0,0,52083,18,0
09-09-10,155,0,537,0,0,52149,18,0
10-09-10,157,0,535,0,0,52232,18,0
11-09-10,163,0,538,0,0,52339,18,0
12-09-10,162,0,538,0,0,52272,18,0
13-09-10,166,0,551,0,0,52323,18,0
14-09-10,167,0,549,0,0,52397,18,0
15-09-10,168,0,540,0,0,52454,18,0
16-09-10,175,0,543,0,0,52475,18,0
17-09-10,174,0,540,0,0,52074,19,0
18-09-10,173,0,548,0,0,52191,19,0
19-09-10,180,0,555,0,0,52160,19,0
20-09-10,175,0,554,0,0,52245,19,0
21-09-10,181,0,566,0,0,52248,19,0
22-09-10,177,0,574,0,0,52319,19,0
23-09-10,177,0,571,0,0,52379,20,0
24-09-10,178,0,572,0,0,52468,20,0
25-09-10,180,0,573,0,0,52526,20,0
26-09-10,181,0,571,0,0,52607,22,0
27-09-10,183,0,576,0,0,52340,23,0
28-09-10,184,0,576,0,0,51442,23,0
29-09-10,186,0,584,0,0,51445,23,0
30-09-10,190,0,587,0,0,51481,22,0
01-10-10,190,0,587,0,0,51538,22,0
02-10-10,183,0,580,0,0,51539,20,0
03-10-10,183,0,580,0,0,51582,20,0
04-10-10,184,0,598,0,0,51518,20,0
05-10-10,186,0,595,0,0,51570,21,0
06-10-10,193,0,595,0,0,51621,20,0
07-10-10,194,0,681,0,0,51649,23,0
08-10-10,214,0,704,0,0,51557,27,0
09-10-10,220,0,720,0,0,51559,31,0
10-10-10,222,0,719,0,0,51635,30,0
11-10-10,221,0,715,0,0,51670,30,0
12-10-10,220,0,722,0,0,51700,30,0
13-10-10,255,0,947,0,0,51602,36,0
14-10-10,252,0,953,0,0,51678,34,0
15-10-10,255,0,966,0,0,51749,35,0
16-10-10,257,0,963,0,0,51620,37,0
17-10-10,257,0,973,0,0,51726,37,0
18-10-10,256,0,979,0,0,51839,38,0
19-10-10,234,0,776,0,0,51870,31,0
20-10-10,233,0,784,0,0,51993,31,0
21-10-10,263,0,1011,1,0,52121,42,0
22-10-10,263,0,998,0,0,52187,40,0
23-10-10,264,0,1000,1,0,52254,40,0
24-10-10,276,0,1014,1,0,52341,48,0
25-10-10,296,0,1045,3,0,52453,57,0
26-10-10,300,0,1054,3,0,52627,59,0
27-10-10,346,0,1074,3,0,52654,69,0
28-10-10,330,0,1065,3,0,52598,69,0
29-10-10,352,0,1092,3,0,52705,72,0
30-10-10,357,0,1109,3,0,52803,74,0
31-10-10,356,0,1100,3,0,52770,73,0
01-11-10,356,0,1113,3,0,52876,74,0
02-11-10,356,0,1119,3,0,52982,71,0
03-11-10,359,0,1125,3,0,53056,71,0
04-11-10,411,0,52543,5,0,54511,84,0
05-11-10,448,0,52588,5,0,54569,97,0
06-11-10,534,0,52816,17,0,54770,137,0
07-11-10,501,0,52878,13,0,54859,114,0
08-11-10,432,0,52087,5,0,54064,88,0
09-11-10,412,0,52123,4,0,54143,83,0
10-11-10,436,0,52262,5,0,54246,84,0
11-11-10,435,0,52371,4,0,54363,83,0
12-11-10,480,0,52493,6,0,54503,97,0
13-11-10,493,0,52587,6,0,54594,97,0
14-11-10,503,0,52378,6,0,54393,100,0
15-11-10,500,0,52466,6,0,54485,100,0
16-11-10,461,0,52403,5,0,54413,86,0
17-11-10,472,0,52532,5,0,54543,92,0
18-11-10,513,0,52697,6,0,54740,102,0
19-11-10,524,0,52714,6,0,54753,103,0
20-11-10,529,0,52791,7,0,54830,104,0
21-11-10,525,0,52847,6,0,54880,105,0
22-11-10,532,0,52920,7,0,54952,106,0
23-11-10,532,0,52914,6,0,54948,106,0
24-11-10,532,0,52911,6,0,54954,107,0
25-11-10,528,0,52959,6,0,55013,106,0
26-11-10,533,0,53030,6,0,55083,107,0
27-11-10,533,0,53062,6,0,55114,107,0
28-11-10,531,0,53182,6,0,55245,105,0
29-11-10,489,0,53123,5,0,55173,93,0
30-11-10,467,0,53140,4,0,55249,92,0
01-12-10,490,0,53043,5,0,55100,96,0
02-12-10,526,0,53102,6,0,55171,105,0
03-12-10,524,0,52978,6,0,55051,105,0
04-12-10,469,0,53000,4,0,55107,94,0
05-12-10,468,0,53081,4,0,55228,94,0
06-12-10,471,0,53252,3,0,55401,96,0
07-12-10,502,0,53320,5,0,55385,99,0
08-12-10,508,0,53434,5,0,55511,101,0
09-12-10,439,0,1622,3,0,54242,87,0
10-12-10,486,0,53525,4,0,55689,95,0
11-12-10,510,0,53725,4,0,55814,99,0
12-12-10,501,0,53761,4,0,55885,96,0
13-12-10,518,0,53377,4,0,55464,100,0
14-12-10,525,0,53467,5,0,55558,106,0
15-12-10,524,0,53593,5,0,55685,104,0
16-12-10,534,0,53657,5,0,55751,107,0
17-12-10,530,0,53743,5,0,55856,107,0
18-12-10,533,0,53855,5,0,55975,106,0
19-12-10,534,0,53827,5,0,55949,107,0
20-12-10,579,0,53853,7,0,56009,114,0
21-12-10,544,0,53897,4,0,56048,110,0
22-12-10,578,0,53880,6,0,56080,115,0
23-12-10,554,0,53963,4,0,56153,112,0
24-12-10,552,0,54045,4,0,56234,112,0
25-12-10,555,0,54121,4,0,56319,112,0
26-12-10,593,0,54235,6,0,56459,116,0
27-12-10,595,0,54063,6,0,56290,117,0
28-12-10,603,0,54216,6,0,56453,124,0
29-12-10,640,0,54268,5,0,56500,134,0
30-12-10,644,0,54302,5,0,56540,134,0
31-12-10,646,0,54412,5,0,56654,135,0
01-01-11,646,0,54532,5,0,56767,136,0
02-01-11,648,0,54563,5,0,56800,136,0
03-01-11,645,0,54492,5,0,56736,134,0
04-01-11,648,0,54546,5,0,56812,137,0
05-01-11,652,0,54467,5,0,56725,138,0
06-01-11,658,0,54421,5,0,56694,136,0
07-01-11,668,0,54466,9,0,56739,148,0
08-01-11,662,0,54568,10,0,56857,148,0
09-01-11,665,0,54617,10,0,56911,148,0
10-01-11,670,0,54731,10,0,57023,150,0
11-01-11,668,0,54773,10,0,57070,148,0
12-01-11,670,0,54861,8,0,57187,149,0
13-01-11,672,0,54660,7,0,56995,150,0
14-01-11,729,0,54584,15,0,56910,176,0
15-01-11,718,0,54655,13,0,56992,175,0
16-01-11,715,0,54696,13,0,57050,176,0
17-01-11,703,0,54794,12,0,57169,163,0
18-01-11,672,0,54719,7,0,57093,154,0
19-01-11,669,0,54681,7,0,57075,155,0
20-01-11,714,0,54904,13,0,57304,184,0
21-01-11,771,0,54931,18,0,57296,197,0
22-01-11,775,0,54935,20,0,57321,200,0
23-01-11,776,0,54842,21,0,57233,200,0
24-01-11,775,0,54940,19,0,57340,200,0
25-01-11,775,0,54983,18,0,57411,195,0
26-01-11,702,1,54841,16,0,57260,184,0
27-01-11,710,1,54893,17,0,57302,191,0
28-01-11,725,1,54938,18,0,57361,195,0
29-01-11,727,1,55044,18,0,57472,192,0
30-01-11,751,1,55094,18,0,57536,208,0
31-01-11,890,1,55150,20,0,57588,231,0
01-02-11,1063,2,55161,27,0,57568,274,0
02-02-11,1064,2,55227,25,0,57625,278,0
03-02-11,1043,2,55286,25,0,57715,272,0
04-02-11,1079,2,55340,32,0,57781,301,0
05-02-11,1103,2,55353,35,0,57810,317,0
06-02-11,1101,2,55431,35,0,57890,312,0
07-02-11,1114,2,55511,35,0,57965,309,0
08-02-11,1129,2,55619,35,0,58104,315,0
09-02-11,1408,2,55873,57,0,58531,356,0
10-02-11,1171,2,55751,39,0,58287,321,0
11-02-11,1457,2,55924,57,0,58602,366,0
12-02-11,1461,2,55991,60,0,58716,372,0
13-02-11,1462,2,55912,57,0,58687,373,0
14-02-11,1490,2,55659,61,0,58465,378,0
15-02-11,1494,2,55791,59,0,58629,373,0
16-02-11,1497,2,55909,58,0,58774,373,0
17-02-11,1517,2,56057,59,0,58965,376,0
18-02-11,1219,2,55729,36,0,58467,327,0
19-02-11,1240,2,55802,38,0,58569,340,0
20-02-11,1210,2,55866,36,0,58646,322,0
21-02-11,1219,2,55973,35,0,58753,318,0
22-02-11,1229,2,56041,36,0,58805,337,0
23-02-11,1246,2,56145,37,0,58960,334,0
24-02-11,1306,2,56205,41,0,59084,355,0
25-02-11,1271,2,56196,37,0,59061,346,0
26-02-11,1306,2,56191,40,0,59090,361,0
27-02-11,1271,2,56204,38,0,59103,335,0
28-02-11,1286,2,56220,37,0,59157,336,0
01-03-11,1297,2,56283,39,0,59249,348,0
02-03-11,1346,1,56333,39,0,59332,388,0
03-03-11,1365,1,56465,39,0,59515,390,0
04-03-11,1357,1,56564,38,0,59624,379,0
05-03-11,1369,1,56506,38,0,59589,384,0
06-03-11,1364,1,56553,37,0,59645,378,0
07-03-11,1375,1,56557,37,0,59659,375,0
08-03-11,1373,1,56680,37,0,59813,373,0
09-03-11,1379,1,56726,37,0,59904,373,0
10-03-11,1413,1,56841,36,0,60058,404,0
11-03-11,1408,1,56838,35,0,60076,389,0
12-03-11,1428,1,56918,37,0,60198,405,0
13-03-11,1427,1,56901,38,0,60191,394,0
14-03-11,1436,1,56696,37,0,60030,397,0
15-03-11,1436,1,56702,36,0,60039,394,0
16-03-11,1430,1,56578,35,0,59909,389,0
17-03-11,1412,1,56585,35,0,59950,382,0
18-03-11,1404,1,56457,32,0,59859,377,0
19-03-11,1386,1,56484,27,0,59889,369,0
20-03-11,1373,1,56545,26,0,59964,370,0
21-03-11,1381,1,56607,27,0,60055,370,0
22-03-11,1418,1,56703,31,0,60157,379,0
23-03-11,1448,1,56759,34,0,60244,395,0
24-03-11,1474,1,56851,33,0,60396,399,0
25-03-11,1494,1,56953,33,0,60539,403,0
26-03-11,1489,1,56939,33,0,60568,392,0
27-03-11,1480,1,56948,32,0,60659,390,0
28-03-11,1468,1,56982,28,0,60739,382,0
29-03-11,1471,1,57043,28,0,60863,384,0
30-03-11,1483,1,57098,28,0,60972,384,0
31-03-11,1481,1,57198,27,0,61107,386,0
01-04-11,1479,1,57271,26,0,61237,386,0
02-04-11,1499,1,57388,25,0,61422,390,0
03-04-11,1501,1,57502,25,0,61572,390,0
04-04-11,1450,1,57328,24,0,61473,374,0
05-04-11,1471,1,57442,24,0,61651,381,0
06-04-11,1498,1,57490,24,0,61723,385,0
07-04-11,1517,1,57567,24,0,61826,388,0
08-04-11,1525,1,57597,24,0,61876,388,0
09-04-11,1520,1,57665,24,0,61994,390,0
10-04-11,1533,1,57735,24,0,62123,392,0
11-04-11,1565,1,57721,24,0,62142,405,0
12-04-11,1655,1,57751,31,0,62124,435,0
13-04-11,1717,1,57772,33,0,62188,470,0
14-04-11,1789,1,57938,40,0,62409,480,0
15-04-11,1790,1,57931,39,0,62497,475,0
16-04-11,2138,1,58389,60,0,63225,545,0
17-04-11,2182,1,58534,64,0,63421,556,0
18-04-11,2252,1,58637,69,0,63601,580,0
19-04-11,2152,2,58601,69,0,63663,560,0
20-04-11,2117,1,58599,68,0,63696,549,0
21-04-11,2289,1,58862,73,0,63981,576,0
22-04-11,2426,3,59111,86,0,64183,625,0
23-04-11,2730,3,59386,107,0,64550,737,0
24-04-11,2626,3,59321,98,0,64493,693,0
25-04-11,2599,3,59322,98,0,64586,689,0
26-04-11,2776,3,59598,102,0,64814,733,0
27-04-11,2855,3,59552,108,0,64884,773,0
28-04-11,55880,7,61297,177,0,66541,896,0
29-04-11,56290,9,61709,205,0,66917,1019,0
30-04-11,56521,13,62027,228,0,67261,1101,0
01-05-11,56253,11,61769,213,0,67187,1035,0
02-05-11,56282,12,61879,215,0,67367,1056,0
03-05-11,56423,13,62070,223,0,67595,1113,0
04-05-11,56188,13,61919,225,0,67469,1127,0
05-05-11,56187,13,61956,223,0,67590,1117,0
06-05-11,56353,13,62176,229,0,67914,1160,0
07-05-11,56343,14,62304,239,0,68095,1193,0
08-05-11,56476,14,62562,250,0,68437,1235,0
09-05-11,56476,14,62543,249,0,68447,1234,0
10-05-11,57437,22,63374,346,0,69215,1651,0
11-05-11,57257,22,63235,331,0,69189,1617,0
12-05-11,57454,24,63548,367,0,69726,1741,1
13-05-11,57717,30,63749,412,0,70114,2072,2
14-05-11,57574,23,63732,389,0,70274,1943,2
15-05-11,57610,26,63992,382,0,70685,1962,2
16-05-11,57760,30,64200,407,0,71105,2073,2
17-05-11,57768,27,64414,396,0,71607,1990,2
18-05-11,57566,28,64425,381,0,71855,1929,1
19-05-11,57561,27,64555,388,0,72218,1976,2
20-05-11,57301,25,64384,347,0,72049,1711,1
21-05-11,57855,24,65142,358,0,73003,1721,1
22-05-11,58290,25,65753,387,0,74058,1941,1
23-05-11,58267,27,65971,401,0,74533,2031,2
24-05-11,58416,27,66306,411,0,75099,2144,2
25-05-11,58794,35,67102,446,0,76311,2349,2
26-05-11,58825,35,67727,454,0,77297,2399,2
27-05-11,58765,33,67895,448,0,77842,2381,2
28-05-11,58757,33,67868,448,0,78089,2376,2
29-05-11,58859,33,67938,446,0,78135,2410,2
30-05-11,59005,33,68336,454,0,78632,2496,2
31-05-11,58973,33,68478,451,0,79076,2451,2
01-06-11,59269,38,69393,478,0,79992,2616,2
02-06-11,60086,70,71700,562,0,81919,3134,2
03-06-11,61014,91,72938,668,0,83433,3487,4
04-06-11,61942,109,74370,762,0,85542,3910,4
05-06-11,61859,100,74804,713,0,86150,3717,4
06-06-11,62382,107,75740,773,0,87729,4010,4
07-06-11,65079,180,78583,965,0,113151,54325,9
08-06-11,66236,211,80147,1163,0,115070,54950,10
09-06-11,66647,213,81351,1172,0,116907,54846,10
10-06-11,66074,189,81673,1047,0,116234,54150,9
11-06-11,62333,98,78530,737,0,92806,3822,3
12-06-11,63234,112,80282,783,0,94695,4142,4
13-06-11,63025,117,80798,801,0,95778,4250,4
14-06-11,62968,114,81889,836,0,97493,4268,4
15-06-11,63448,117,82838,846,0,98799,4305,4
16-06-11,63238,110,82981,806,0,99955,4073,3
17-06-11,62830,97,83104,756,0,100363,3842,3
18-06-11,63769,104,84523,798,0,102574,4062,3
19-06-11,63776,111,85155,777,0,103476,4116,2
20-06-11,64078,110,86501,783,0,105342,4141,2
21-06-11,64414,111,87649,789,0,106817,4144,2
22-06-11,64800,111,89124,795,0,108817,4164,2
23-06-11,65193,105,90236,796,0,110330,4197,3
24-06-11,65466,106,90964,800,0,111490,4220,3
25-06-11,65912,105,91882,801,0,112901,4325,3
26-06-11,65549,104,91891,766,0,112429,4197,3
27-06-11,65773,104,92443,788,0,114331,4405,3
28-06-11,66198,103,93187,799,0,115286,4541,3
29-06-11,66528,103,93899,798,0,116334,4593,3
30-06-11,66250,100,94280,770,0,116108,4504,3
01-07-11,66016,96,94530,757,0,116902,4394,3
02-07-11,66159,96,94896,753,0,117428,4417,3
03-07-11,66413,96,95614,766,0,118309,4464,3
04-07-11,65759,85,95464,715,0,118300,4252,3
05-07-11,65239,81,95155,699,0,118740,4099,3
06-07-11,66459,90,96998,748,0,120636,4389,3
07-07-11,66685,90,97832,749,0,121804,4426,3
08-07-11,66520,88,98375,735,0,122831,4390,3
09-07-11,66591,88,98813,740,0,123416,4426,3
10-07-11,66915,89,99602,743,0,124336,4509,3
11-07-11,66841,87,100331,737,0,125363,4496,3
12-07-11,66582,85,100518,726,0,125271,4469,3
13-07-11,66683,85,101103,725,0,126124,4489,3
14-07-11,66876,85,101763,729,0,127122,4504,3
15-07-11,66901,85,102155,722,0,127814,4524,3
16-07-11,67029,85,102610,721,0,128390,4522,3
17-07-11,67006,81,102604,705,0,128730,4471,3
18-07-11,67181,89,101603,710,0,127397,4470,3
19-07-11,67444,89,102408,713,0,128259,4517,3
20-07-11,67405,89,102623,709,0,128485,4533,3
21-07-11,67509,89,102559,710,0,128507,4539,3
22-07-11,67679,88,103100,716,0,129129,4567,3
23-07-11,67799,88,103434,719,0,129566,4567,3
24-07-11,68126,88,104122,729,0,130309,4645,3
25-07-11,68268,88,104774,730,0,131217,4674,3
26-07-11,68239,89,104647,727,0,131241,4654,3
27-07-11,68431,87,105130,729,0,131838,4681,3
28-07-11,67382,83,104350,732,0,131380,4692,3
29-07-11,67539,83,104710,736,0,131941,4735,3
30-07-11,67713,84,105167,739,0,132413,4763,3
31-07-11,67787,84,105446,736,0,132878,4759,3
01-08-11,67674,83,105429,731,0,133338,4704,3
02-08-11,67005,77,105071,699,0,132805,4563,2
03-08-11,63083,34,95124,531,0,128279,3162,1
04-08-11,65868,71,103926,662,0,131990,4256,2
05-08-11,63566,37,96298,548,0,128956,3210,2
06-08-11,60873,25,92058,452,0,125843,2595,1
07-08-11,62481,31,94625,499,0,128546,2919,1
08-08-11,61360,28,92754,479,0,126213,2696,1
09-08-11,63348,43,96567,543,0,128904,3184,2
10-08-11,65494,78,103562,625,0,132301,4030,2
11-08-11,63250,39,96382,531,0,129646,3150,1
12-08-11,63353,39,96304,533,0,129419,3165,1
13-08-11,65586,74,103627,626,0,132522,4065,2
14-08-11,66486,82,105259,652,0,133230,4323,2
15-08-11,67022,88,105964,667,0,134341,4475,2
16-08-11,66549,83,105821,656,0,133960,4437,2
17-08-11,66510,84,105402,651,0,133615,4364,2
18-08-11,66532,84,105659,651,0,134171,4384,2
19-08-11,67416,89,106685,682,0,135418,4574,2
20-08-11,67417,89,106938,677,0,135984,4562,2
21-08-11,67523,89,107218,671,0,136399,4569,2
22-08-11,67024,85,107079,657,0,135992,4445,2
23-08-11,67030,85,107339,654,0,136422,4482,2
24-08-11,66965,85,107466,653,0,136692,4507,2
25-08-11,64050,39,98654,563,0,133337,3377,2
26-08-11,62415,31,95391,514,0,130750,3019,1
27-08-11,62826,39,96064,526,0,131016,3039,0
28-08-11,63191,40,96733,539,0,131443,3170,0
29-08-11,63228,40,96907,536,0,131752,3165,0
30-08-11,63241,39,96977,533,0,132086,3134,0
31-08-11,62678,38,96297,512,0,131588,2984,0
01-09-11,62720,39,96086,514,0,131412,3009,0
02-09-11,63327,39,96844,528,0,132421,3083,0
03-09-11,63311,39,96850,528,0,132613,3076,0
04-09-11,62956,38,96633,518,0,132248,2936,0
05-09-11,62316,33,95716,499,0,131376,2813,0
06-09-11,61599,33,94626,478,0,130687,2676,0
07-09-11,61927,37,95166,481,0,131548,2704,0
08-09-11,61355,37,94367,467,0,130880,2621,0
09-09-11,57196,28,89170,364,0,125665,1947,0
10-09-11,56854,28,88295,347,0,124680,1885,0
11-09-11,60005,33,92702,430,0,127744,2300,0
12-09-11,60122,34,92708,440,0,128071,2345,0
13-09-11,59883,33,92456,428,0,127894,2290,0
14-09-11,59549,33,92164,410,0,127826,2258,0
15-09-11,57006,28,88521,350,0,125380,1917,0
16-09-11,57053,28,88705,348,0,125697,1915,0
17-09-11,57055,28,88699,349,0,125787,1916,0
18-09-11,59010,32,92032,386,0,127542,2211,0
19-09-11,59516,32,92382,400,0,128008,2300,0
20-09-11,60421,34,93414,447,0,129055,2499,0
21-09-11,59681,34,92475,407,0,128294,2309,0
22-09-11,59568,33,92266,394,0,127883,2283,0
23-09-11,59773,33,92581,406,0,128662,2326,0
24-09-11,59653,33,92467,393,0,128212,2301,0
25-09-11,59604,33,92449,389,0,128303,2281,0
26-09-11,57714,29,89534,345,0,126692,1982,0
27-09-11,57829,29,89756,348,0,126851,2002,0
28-09-11,57733,29,89537,342,0,126986,1983,0
29-09-11,57809,29,89669,341,0,127156,1990,0
30-09-11,59665,32,92676,378,0,128678,2283,0
01-10-11,59263,31,92122,372,0,128437,2248,0
02-10-11,59143,31,92027,373,0,128541,2240,0
03-10-11,59254,31,92177,373,0,128665,2256,0
04-10-11,58067,29,90294,351,0,127482,2064,0
05-10-11,58038,29,90035,349,0,127531,2053,0
06-10-11,57530,28,89358,341,0,126919,2022,0
07-10-11,56926,26,88361,322,0,126019,1910,0
08-10-11,56318,25,87594,293,0,125095,1784,0
09-10-11,56792,26,88235,310,0,126163,1867,0
10-10-11,56789,26,88249,305,0,126314,1868,0
11-10-11,56803,25,88353,299,0,126603,1853,0
12-10-11,57188,26,88873,311,0,126977,1895,0
13-10-11,57064,25,88694,302,0,127134,1859,0
14-10-11,56860,25,88309,293,0,126123,1791,0
15-10-11,56681,25,87927,288,0,125896,1753,0
16-10-11,56324,25,87451,278,0,125451,1693,0
17-10-11,53918,20,82821,206,0,121729,1350,0
18-10-11,53329,20,81297,192,0,120931,1254,0
19-10-11,52819,20,80289,179,0,119913,1194,0
20-10-11,53213,20,81037,193,0,120843,1238,0
21-10-11,53958,20,83031,206,0,122462,1364,0
22-10-11,55323,23,85260,238,0,125002,1548,0
23-10-11,55327,23,85336,237,0,125429,1558,0
24-10-11,53869,20,83245,204,0,123274,1363,0
25-10-11,54546,22,84315,215,0,124612,1452,0
26-10-11,54487,22,84228,214,0,124605,1435,0
27-10-11,55142,23,85017,227,0,125687,1540,0
28-10-11,55374,23,85367,242,0,126246,1567,0
29-10-11,56354,25,87787,281,0,127601,1719,0
30-10-11,55548,24,85750,244,0,126688,1573,0
31-10-11,55608,24,85855,245,0,126762,1573,0
01-11-11,55453,23,85568,242,0,126774,1553,0
02-11-11,55521,24,85692,244,0,126840,1578,0
03-11-11,55296,23,85253,241,0,126476,1558,0
04-11-11,55201,23,85125,236,0,126351,1550,0
05-11-11,54963,23,84804,224,0,126112,1520,0
06-11-11,54981,23,84830,223,0,126374,1521,0
07-11-11,55126,23,85098,228,0,126712,1533,0
08-11-11,55360,23,85304,231,0,126938,1561,0
09-11-11,55009,23,84865,224,0,126587,1536,0
10-11-11,54826,22,84653,222,0,126310,1507,0
11-11-11,55367,23,85291,234,0,127199,1576,0
12-11-11,55200,23,85141,230,0,127038,1563,0
13-11-11,55188,23,85170,227,0,127484,1557,0
14-11-11,52920,20,81209,185,0,123776,1270,0
15-11-11,53159,20,81481,191,0,124043,1301,0
16-11-11,54047,12,83289,206,0,125344,1441,1
17-11-11,52981,9,81153,186,0,123745,1306,1
18-11-11,52516,9,80413,164,0,122906,1262,1
19-11-11,52720,9,80768,180,0,123337,1302,1
20-11-11,52770,9,80870,178,0,123606,1317,1
21-11-11,53084,9,81311,183,0,124279,1347,1
22-11-11,53122,9,81361,188,0,124435,1370,1
23-11-11,53282,9,81295,188,0,124431,1378,1
24-11-11,53449,9,81669,195,0,124791,1409,1
25-11-11,53665,9,82081,197,0,125133,1435,1
26-11-11,53622,9,81951,193,0,125170,1433,1
27-11-11,53646,9,81993,193,0,125312,1435,1
28-11-11,54045,13,82850,200,0,125824,1534,1
29-11-11,54495,15,83434,212,0,126383,1624,1
30-11-11,55114,16,84038,224,0,127090,1719,1
01-12-11,55474,16,84489,234,0,127515,1770,1
02-12-11,55554,16,84579,234,0,127822,1783,1
03-12-11,54790,15,83655,217,0,126883,1686,1
04-12-11,54748,15,83645,218,0,127018,1706,1
05-12-11,54958,16,84003,221,0,127574,1746,1
06-12-11,55389,16,84578,230,0,128244,1797,1
07-12-11,55350,16,84600,228,0,128487,1793,1
08-12-11,55409,17,84637,260,0,128477,1863,0
09-12-11,55535,15,84750,261,0,128602,2039,0
10-12-11,56137,15,85423,256,0,129290,2212,0
11-12-11,56634,16,86222,261,0,130259,2424,0
12-12-11,56636,15,86147,251,0,130320,2502,0
13-12-11,56796,16,86501,250,0,131854,2550,0
14-12-11,56668,15,86348,246,0,131867,2511,0
15-12-11,56756,15,86510,250,0,132075,2529,0
16-12-11,56852,15,86707,250,0,132270,2535,0
17-12-11,56917,15,86719,249,0,132423,2540,0
18-12-11,57013,15,86867,247,0,132745,2544,0
19-12-11,58105,18,88981,294,0,134120,2758,0
20-12-11,58798,19,90161,319,0,135367,2877,0
21-12-11,58799,19,90135,316,0,135598,2864,0
22-12-11,58871,19,90394,318,0,135991,2864,0
23-12-11,59011,19,90667,321,0,136297,2870,0
24-12-11,58984,19,90744,323,0,136591,2864,0
25-12-11,60220,20,91903,352,0,138127,3093,0
26-12-11,59229,19,91265,325,0,137399,2896,0
27-12-11,60091,20,91825,344,0,138472,3007,0
28-12-11,60302,20,92231,358,0,139066,3059,0
29-12-11,60361,20,92362,358,0,139289,3047,0
30-12-11,60652,21,92902,361,0,139743,3101,0
31-12-11,61453,22,94073,383,0,140972,3279,0
01-01-12,63348,26,98238,440,0,143586,3786,0
02-01-12,63190,26,98153,430,0,143486,3775,0
03-01-12,61794,22,94911,393,0,142126,3386,0
04-01-12,63940,27,99167,459,0,144900,3976,0
05-01-12,66091,33,102118,547,0,147822,4591,0
06-01-12,65907,32,101858,540,0,147790,4563,0
07-01-12,66265,33,102254,544,0,148066,4624,0
08-01-12,66697,34,102450,556,0,148228,4756,0
09-01-12,64856,30,100071,520,0,146467,4332,0
10-01-12,65284,30,100421,529,0,146244,4442,0
11-01-12,66322,34,101903,549,0,147885,4701,0
12-01-12,66261,34,101888,545,0,148104,4683,0
13-01-12,65343,30,100858,524,0,147371,4454,0
14-01-12,65945,34,101943,544,0,148624,4730,0
15-01-12,66338,35,102496,556,0,149102,4864,0
16-01-12,66025,33,102217,544,0,149135,4735,0
17-01-12,64065,28,100077,462,0,147160,4192,0
18-01-12,64701,30,100936,490,0,148267,4316,0
19-01-12,65323,31,101614,514,0,149497,4459,0
20-01-12,65588,31,102066,521,0,150058,4530,0
21-01-12,65127,31,101636,504,0,149488,4400,0
22-01-12,65447,31,102071,519,0,150310,4455,0
23-01-12,65679,31,102609,520,0,150960,4476,0
24-01-12,65481,31,102379,519,0,151028,4444,0
