,source,title,excerpt,vader_sentiment_title,tb_sentiment_title,flair_sentiment_title,vader_sentiment_excerpt,tb_sentiment_excerpt,flair_sentiment_excerpt,date
0,The Block,Coinbase to launch ‘nano’ bitcoin futures via brokerages as it pursues CFTC approval,"Coinbase will roll out its first derivatives product next week with the launch of so-called “nano” bitcoin futures. In a Thursday blog post, Coinbase Derivatives Exchange — the renamed FairX, which was acquired by Coinbase this year — said it would “launch its first listed crypto derivatives prod... (Read More...)",73.83500000000001,50.0,20.595529675483704,50.0,62.5,3.6385297775268555,2022-06-24
1,The Block,BitMart wins arbitration award over July 2021 hack,The owner-operator of crypto exchange BitMart has just won an arbitration award over a July 2021 hack of the BSV blockchain. (Read More...),90.10000000000001,65.0,0.033220648765563965,90.10000000000001,75.0,0.03184378147125244,2022-06-24
2,The Block,Harmony’s cross-chain bridge hit by ETH theft worth nearly $100 million,"The team behind the Harmony blockchain network has announced that Horizon, its cross-chain bridge to Ethereum, suffered a theft worth nearly $100 million in ETH. (Read More...)",61.315,60.0,99.3742972612381,55.135,56.25,9.69083309173584,2022-06-24
3,BeInCrypto,Cristiano Ronaldo and Binance Sign an Exclusive Partnership,"Cristiano Ronaldo, legendary Portuguese footballer at large, will launch several NFT collections this year in a collab with Binance. The post Cristiano Ronaldo and Binance Sign an Exclusive Partnership appeared first on BeInCrypto. (Read More...)",56.400000000000006,50.0,99.78464543819427,56.400000000000006,69.64285714285714,99.95235502719879,2022-06-24
4,Bitcoinist,Binance Taps Cristiano Ronaldo For New NFT Deal,"While many major firms in the crypto atmosphere have been facing a various bear market challenges, Binance is seemingly taking an aggressive stance and signing a new talent deal with soccer star Cristiano Ronaldo centered around NFTs. The news follows Binance With Their Eyes On The Ball Binance C... (Read More...)",50.0,56.81818181818181,99.49062168598175,68.06,61.98863636363636,93.75514686107635,2022-06-24
5,Bitcoin.com,Canadian Regulator OSC Takes Action Against Crypto Trading Platforms Kucoin and Bybit,The Ontario Securities Commission (OSC) has taken action against two cryptocurrency trading platforms. Kucoin is permanently banned from participating in Ontario’s capital markets. Bybit has promised to take steps to comply with regulations and register with the OSC. OSC Sanctions 2 Crypto Tradin... (Read More...),50.0,55.00000000000001,0.3612995147705078,58.894999999999996,65.0,0.03170669078826904,2022-06-24
6,The Block,Bitcoin miner Aspen Creek Digital opens 6-megawatt facility in Colorado,Bitcoin miner Aspen Creek Digital Corporation has opened a new facility in Colorado and plans to open more in Texas. (Read More...),50.0,50.0,99.49048161506653,50.0,61.36363636363637,17.005252838134766,2022-06-24
7,CryptoPotato,eBay Buys Uk-Based NFT Marketplace KnownOrigin,eBay continues with its efforts to enhance its NFT engagements by acquiring the NFT marketplace - KnownOrigin. (Read More...),50.0,50.0,0.6588757038116455,57.655,75.0,93.94960701465607,2022-06-24
8,Decrypt,Soccer Superstar Cristiano Ronaldo Is Making NFTs for Binance,"Many pro athletes are diving headfirst into crypto and NFTs, and the Portuguese professional footballer is joining them. (Read More...)",50.0,50.0,94.92229223251343,53.86,68.33333333333333,8.591338992118835,2022-06-24
9,CoinTelegraph,Chainalysis tips Australia will crack down on misleading crypto ads,Chainalysis’ head of international policy Caroline Malcolm explained this means bringing crypto-assets into a similar regulatory regime to financial products as occurred in the United Kingdom. (Read More...),29.905000000000005,42.22222222222222,0.01010596752166748,71.075,56.25,17.55654811859131,2022-06-24
