,source,title,excerpt,vader_sentiment_title,tb_sentiment_title,flair_sentiment_title,vader_sentiment_excerpt,tb_sentiment_excerpt,flair_sentiment_excerpt,date
0,The Block,Blockchain.com CEO says its Cowboys marketing push is a long play,"The Dallas Cowboys have begun their season, which means Blockchain.com is putting its marketing deal into action. (Read More...)",67.0,47.5,0.2609848976135254,50.0,65.0,0.10455846786499023,2022-09-12
1,Bitcoin.com,In 2 Months the Top Smart Contract Tokens Gained 44% Against the Greenback Ahead of Ethereum’s Merge,"With The Merge coming next week and Cardano’s Vasil hard fork commencing soon after, the market capitalization of the top smart contract tokens by valuation increased 1.19% during the past 24 hours to $316 billion on September 11, 2022. Moreover, the market capitalization of the top smart contrac... (Read More...)",86.345,67.85714285714286,92.5314337015152,91.355,58.668154761904766,76.16681456565857,2022-09-12
2,AMBCrypto,"Chainlink’s going green, but will LINK follow its suit too","Chainlink is in the news today after it recently announced a couple of updates that could help LINK in this crypto-market. According to one of these announcements, Chainlink has launched its new price feed that protects Web3 projects against data manipulation attacks and outlier events like flash... (Read More...)",50.0,40.0,81.92505836486816,72.02,60.60606060606061,89.12875652313232,2022-09-12
3,BeInCrypto,"Brad Sherman, California Congressman, Continues Tirade Against BTC","Brad Sherman (D., Calif.), a known opponent of crypto, has slammed bitcoin as having ‘no societal value.’ The post Brad Sherman, California Congressman, Continues Tirade Against BTC appeared first on BeInCrypto. (Read More...)",50.0,50.0,0.04748404026031494,50.0,68.75,0.0031054019927978516,2022-09-12
4,Bitcoin Magazine,"The Greatest Trick Ever Played, And How Bitcoin Shatters The Illusion",Centralized planners could not have dreamed of a more obfuscating and power-concentrating system than that of fiat money. (Read More...),87.53,100.0,88.31712901592255,50.0,75.0,99.85585808753967,2022-09-12
5,NewsBTC,"Miramax & Tarantino Settle Suit Over The Pulp Fiction NFTs, Hint At Future Plans","The Miramax and Quentin Tarantino partnership has been incredibly successful over the years. It wasn’t logical for it to end over NFTs. The two parties are once again on the same page, and the Pulp Fiction NFTs saga might’ve gotten a new chapter. Instead of fighting over scraps, the longtime part... (Read More...)",50.0,50.0,11.041015386581421,82.39000000000001,66.36363636363636,99.83598291873932,2022-09-12
6,The Daily Hodl,Bitcoin Bounce Suggesting Bear Market Bottom? Top Crypto Analyst Weighs In on BTC After ‘Brilliant’ Price Action,"A widely followed crypto analyst says he believes Bitcoin (BTC) is in a solid position to carve a bear market bottom. In a new video, pseudonymous crypto strategist Rager tells his 206,000 Twitter followers that nothing’s guaranteed in trading Bitcoin but he does acknowledge that BTC appears to b... (Read More...)",60.114999999999995,75.0,15.07231891155243,53.86,56.70454545454545,0.016301870346069336,2022-09-12
7,Feed - Cryptopotato.Com,Web3 Games and Metaverse Projects Raised $748 Million in August (Report),"Companies like Temasek, Xterio, and others allocated around $750 million in the field blockchain gaming and Metaverse start-ups since the beginning of August. (Read More...)",50.0,50.0,94.27157938480377,68.06,75.0,89.02962803840637,2022-09-12
8,Decrypt,The Ethereum Merge Matters for Everyone in Crypto,All eyes in crypto are on the merge—and not just the Ethereum crowd. The event matters for Bitcoiners and everyone else. (Read More...),51.29,50.0,99.58052337169647,51.29,75.0,99.85616505146027,2022-09-12
9,Bitcoin.com,Hungary’s Prime Minister Says ‘Europe Has Run out of Energy’ Amid Russia’s Gas Standoff,Europe is suffering and struggling to contain an energy crisis according to various reports that say the eurozone might have to deal with a cold winter that could lead to energy rationing and blackouts. A recent survey published by the General Confederation of Greek Workers (GSEE) shows seven out... (Read More...),50.0,50.0,0.14948248863220215,11.085,49.583333333333336,0.11205077171325684,2022-09-12
