,source,title,excerpt,vader_sentiment_title,tb_sentiment_title,flair_sentiment_title,vader_sentiment_excerpt,tb_sentiment_excerpt,flair_sentiment_excerpt,date
0,CoinTelegraph,Gucci becomes first major brand to accept ApeCoin payments,"Gucci has ramped up its Web3 initiatives by allowing crypto nerds to purchase its products with ApeCoin in its stores, adding to a list of 12 other digital assets it accepts for payment. (Read More...)",69.08999999999999,57.8125,89.71008658409119,72.94,56.25,98.17157685756683,2022-08-03
1,CryptoPotato,Mississippi Woman Jailed for 10 Years After Paying for Murder in Bitcoin,Jessica Sledge will see the prison cell from the inside for the next ten years for paying $10K in bitcoin to an assassin who was meant to kill her husband. (Read More...),8.200000000000001,50.0,0.8630096912384033,7.990000000000003,58.333333333333336,92.92557537555695,2022-08-03
2,AMBCrypto,"Chainlink: Why price, network activity moved in opposite ways","In its latest ‘Adoption Update,’ Chainlink informed its users of a series of integrations of some of its products between 25 and 31 July. According to the update provided, Chainlink closed the month with 14 more integrations of four of its services – Chainlink Data Provider, Chainlink Keepers, Ch... (Read More...)",50.0,50.0,0.10383129119873047,50.0,67.5,2.6298850774765015,2022-08-03
3,CoinTelegraph,BTC wholecoiners up by 40K since June crash began,A sharp fall in the cryptocurrency's price in May and June appears to have coincided with the increase in wallet addresses holding more than one Bitcoin. (Read More...),29.905000000000005,50.0,0.09264945983886719,65.91,64.58333333333334,0.02047121524810791,2022-08-03
4,CryptoGlobe,Swiss Bank Sygnum Launches Cardano ($ADA) Staking Service,"Cryptocurrency-friendly Swiss bank Sygnum, which calls itself the “world’s first digital asset bank,” has expanded its staking offering with the launch of a Cardano ($ADA) staking service, allowing clients to earn yield on their ADA holdings. According to an announcement the bank made, Sygnum’s s... (Read More...)",50.0,50.0,11.953574419021606,68.06,62.5,98.21320474147797,2022-08-03
5,Decrypt,Meet Crypto Twitter’s Latest Meme: ‘Let’s Form Group!’,A Forbes contributor unwittingly creates the next “HODL.” (Read More...),50.0,81.25,98.90008568763733,63.660000000000004,62.5,1.194387674331665,2022-08-03
6,Bitcoin.com,New York Attorney General Wants to Hear From Investors Deceived by Crypto Platforms,"New York Attorney General Letitia James has urged investors in her state who believe they have been deceived by a crypto platform to contact her office. “Investors were promised large returns on cryptocurrencies, but instead lost their hard-earned money,” she stressed. Letitia James Issues Invest... (Read More...)",27.98,56.439393939393945,0.11843442916870117,13.045000000000002,61.258116883116884,0.006371736526489258,2022-08-03
7,Cryptonews,"Bitcoin ATMs Return to Tokyo, Osaka for First Time Since 2018","Bitcoin (BTC) ATMs are coming back to Japan for the first time since the crypto winter of 2018 – with citizens in Tokyo and Osaka finally able to trade crypto from machines other than their phones and PCs. Crypto ATMs, known commonly as BTMs in Japan and elsewhere, used to be commonplace in major... (Read More...)",50.0,62.5,85.78764498233795,50.0,56.339285714285715,99.80946481227875,2022-08-03
8,Bitcoin Magazine,An Argument Against KYC Bitcoin That Everyone Can Understand,The reasons that KYC should never be the default are obvious when examined from a lens of security and privacy. (Read More...),31.94,50.0,97.46188521385193,67.0,62.5,8.757570385932922,2022-08-03
9,CryptoGlobe,"Institutional Investors Lower Bets on $ADA, Multi-Asset Products as Interest in $BTC Rises",Institutional investors have lowered their bets on investment products offering them exposure to Cardano ($ADA) and to multiple cryptocurrencies while increasing their bets on products offering exposure to the flagship cryptocurrency Bitcoin ($BTC). According to CoinShares’ Digital Asset Fund Flo... (Read More...),60.114999999999995,50.0,0.41213929653167725,67.0,58.333333333333336,0.05612075328826904,2022-08-03
