,source,title,excerpt,vader_sentiment_title,tb_sentiment_title,flair_sentiment_title,vader_sentiment_excerpt,tb_sentiment_excerpt,flair_sentiment_excerpt,date
0,AMBCrypto,Cardano crosses 7 million native assets; ADA reacts in this usual fashion,"Cardano added a new badge to milestones recently achieved  ADA’s price, in a conventional manner, acted oblivious of the incident Native assets on...",58.894999999999996,37.5,98.98521304130554,58.894999999999996,49.891774891774894,91.0638153553009,2022-12-10
1,crypto.news,Ethereum gas fees surge as Binance moves funds for PoR,"According to reports, Ethereum gas charges recently soared to about 233 GWEI. While the report talked of Binance's surge in value, reports noted t...",50.0,50.0,10.789400339126587,53.86,50.0,0.41206181049346924,2022-12-10
2,Cointelegraph,A Supreme Court case could kill Facebook and other socials — allowing blockchain to replace them,"If the Supreme Court decides to strike down Section 230, it's going to become considerably more difficult for centralized social ...",36.34,43.75,0.026336312294006348,50.370000000000005,48.47222222222222,0.12546777725219727,2022-12-10
3,NewsBTC,"Survey Reveals Turkey is Highly Obsessed With Crypto, Especially Dogecoin",The entire crypto industry has been experiencing a winter since the last quarter of 2021. Some cryptocurrency prices experienced a massive price s...,37.580000000000005,37.5,0.17543137073516846,50.0,60.0,0.0034868717193603516,2022-12-10
4,crypto.news,Crypto Twitter reacts to Coinbase’s switch from USDT to USDC,"Coinbase is recommending investors abandon the USDT stablecoin for USDC. According to Coinbase, USD Coin (USDC) is the highly reputable stablecoin...",50.0,50.0,1.1526107788085938,27.98,75.0,0.04886984825134277,2022-12-10
5,The Block,Grayscale says SEC filed first legal brief in ongoing bitcoin futures ETF lawsuit,Grayscale Investments said the U.S. Securities Exchange Commission has filed its first legal brief in the lawsuit the crypto asset ma...,44.865,54.37499999999999,13.03064227104187,75.53,57.49999999999999,0.716063380241394,2022-12-10
6,AMBCrypto,"Bitcoin [BTC] accumulation rallies, but is there a chance of a price surge?","As per an analyst, BTC&#8217;s price might fall further. In the current cycle, BTC buy volume momentum has continued on a downtrend. An assessment...",68.06,50.0,0.8995026350021362,50.0,50.0,0.2331256866455078,2022-12-10
7,The Block,Ripple sees promise in carbon credit and gaming NFTs despite market downturn,"While Ripple Chief Technology Officer David Schwartz says he still gets most excited about payments, he’s also got his eye on carbon ...",79.97000000000001,50.0,99.66018795967102,70.025,71.875,99.63188171386719,2022-12-10
8,The Block,Analysis of Robinhood’s Comments at Goldman Sachs US Financial Services Conference,"Quick Take On December 7, Robinhood presented at Goldman&#8217;s U.S. Financial Service Conference  Gave updated view on digital asset operations...",50.0,50.0,90.65846502780914,68.06,55.55555555555556,99.0128368139267,2022-12-10
9,Cointelegraph,"Goldman Sachs buying crypto firms, FTX news, 3AC and Celsius updates: Hodler’s Digest Dec. 4-10",,50.0,50.0,5.412501096725464,50.0,50.0,0.0,2022-12-10
