,source,title,excerpt,vader_sentiment_title,tb_sentiment_title,flair_sentiment_title,vader_sentiment_excerpt,tb_sentiment_excerpt,flair_sentiment_excerpt,date
0,Cointelegraph,Web3 is the solution to Uber’s problem with hackers,Centralized databases on Web2 are a honeypot for hackers. Decentralizing data on Web3 eliminates a major vulnerability for companies like Uber. (Read More...),44.865,50,97.9541719,57.655,64.0625,99.72236753,01-10-22
1,CoinTelegraph,California fraud cases highlight the need for a regulatory crackdown on crypto,"Recent cases involving crypto fraud serve as a timely reminder to do your own due diligence until regulators take more action. If something sounds too good to be true, it probably is. (Read More...)",33,50,2.783814073,61.315,66.40625,12.14231253,01-10-22
2,ZyCrypto,XRP At $20? Monster Bull Run Envisioned For XRP Following Upshot Of SEC Legal Brawl,"The Securities and Exchange Commission (SEC)'s case with Ripple Labs has taken several twists in the last 20 months, with many going Ripple’s ways. (Read More...)",56.4,51.66666667,0.00564456,64.8,59,2.844235301,01-10-22
3,Bitcoin.com,Bill Aims to Limit Crypto Mining in Kazakhstan Only to Registered Companies,"New legislation proposed in the parliament of Kazakhstan will allow only authorized miners to mint digital currency, if adopted. The draft has been designed to comprehensively regulate the industry and reduce what its sponsors label as uncontrolled consumption of electricity in the sector. Lawmak... (Read More...)",50,50,0.424781442,48.71,57.95454545,3.105169535,01-10-22
4,CoinGape,$6.7 Breakout May Trigger A Directional Rally In Uniswap Price,"Following the June-July recovery, the Uniswap coin price showcased a steady correction over the past two months. However, this correction assisted buyers in forming a Cup and handle pattern. For the handle portion, the altcoin has obtained significant support of $5.2 and shows recovery signs in t... (Read More...)",50,50,0.01244247,77.115,57.91666667,92.39754975,01-10-22
5,The Daily Hodl,XRP Airdrop Incoming: Flare Outlines Schedule for Long-Awaited Spark (FLR) Token Giveaway,Flare is hinting that its long-awaited Spark (FLR) token airdrop to XRP holders is just around the corner with a new announcement to validators. The company notes in a new schedule that validators can now onboard to the Flare network. Flare also says it is currently working to onboard crypto exch... (Read More...),61.315,50,0.066572428,61.315,59.65909091,1.593908668,01-10-22
6,U.Today,"SHIB Burn Rate 1,900% Up As SHIB Army Gets Inspired by Upcoming SHIB Game “Download” Day","Number of SHIB burns has drastically risen, pushing the burn rate nearly 2,000 percent up, here’s who burnt nearly all this SHIB (Read More...)",74.695,30,95.13733685,53.86,61.66666667,3.81539762,01-10-22
7,U.Today,"SHIB Burn Rate 1,900% Up As SHIB Army Gets Inspired by Upcoming SHIB Game “Download” Day","Number of SHIB burns has drastically risen, pushing the burn rate nearly 2,000 percent up, here’s who burnt nearly all this SHIB (Read More...)",74.695,30,95.13733685,53.86,61.66666667,3.81539762,01-10-22
8,The Block,"After FTX.US, CME Group proposes direct derivatives trading: WSJ","In May, CME executives slammed FTX for its proposal to offer futures trading on its platform directly to customers. Now, CME wants to follow its lead. (Read More...)",50,55,0.740611553,50,63.33333333,1.040333509,01-10-22
9,Feed - Cryptopotato.Com,Crypto’s Popularity Among American Millennials on the Decline (Survey),30% of the surveyed American millennials said they feel comfortable when distributing some of their wealth in digital assets. (Read More...),73.835,50,0.182342529,90.1,61.25,96.45754695,01-10-22
10,Decrypt,"Multiple Blockchains Will Succeed, ‘But Not 20 or 30’: Fantom Foundation CEO","Despite crypto winter, Michael Kong sees a bright multi-chain future for Fantom, but knows that not all the blockchains out there can survive. (Read More...)",74.695,50,95.00979185,61.91,70,0.092983246,01-10-22
11,CryptoGlobe,"Gokhshtein Media Founder: ‘Once People Discover How Dope XRPL Is, They Become Super Fans’","On Friday (September 30), entrepreneur David Gokhshtein, who is Founder and Chairman of crypto-focused media outlet Gokhshtein Media, said that those who keep dumping on XRP are inadvertently helping to grow the XRP community. This was not the first time that Gokhshtein had tweeted about XRP. For... (Read More...)",79.97,66.66666667,99.80348945,48.71,68.75,0.003552437,01-10-22
12,Crypto Daily,Tron (TRX) and Avalanche (AVAX) holders watch prices fall; Flasko (FLSK) new token has potential,"The prolonged bear market in the cryptocurrency sector has not yet ended as we enter a new week. Since its inception, the bear market has already wrecked devastation, including a wave of layoffs at big cryptocurrency companies such as Coinbase, BlockFi, and Gemini. The end of the bear market is a... (Read More...)",50,53.40909091,0.841477513,28.925,57.95454545,0.014707446,01-10-22
13,Bitcoin.com,Basel Study Shows World’s Largest Banks Are Exposed to $9 Billion in Crypto Assets,A first-of-its-kind study published by the Basel Committee on Banking Supervision details that the world’s largest financial institutions are exposed to roughly €9.4 billion (US$9 billion) in crypto assets. The research paper authored by the Basel Committee’s secretariat Renzo Corrias further exp... (Read More...),55.135,50,0.65588057,55.135,55,91.33780003,01-10-22
14,Bitcoinist,Crypto Wallet MetaMask Introduces New Portfolio Manager Dapp,"Popular crypto wallet MetaMask has introduced a new dapp that lets users check and manage their entire portfolio at once. Crypto Wallet MetaMask Has Launched A Beta Portfolio Dapp As announced by the wallet in a blogpost, the new decentralized app (dapp) helps users monitor both their cryptocurre... (Read More...)",50,56.81818182,87.57966459,85.48,63.72727273,99.54870641,01-10-22
15,Crypto Daily,Experts believe that the potential of this Token is 50X!,"In September, the most long-awaited presale of this year started. While the world of cryptocurrencies is going through the winter, experts have great expectations for the Girles Metaverse project. According to cryptocurrency analysts, this project has the potential of X50 already in the first mon... (Read More...)",50,50,0.067672133,81.245,70.5,99.84996319,01-10-22
16,Crypto Daily,Cardano (ADA) and Polygon (MATIC) fall; Flasko (FLSK) new presale token rises,"Due to the unfavorable market trend, most token prices have dropped. Most cryptocurrency holders have had difficulties distinguishing which currencies to let go of and which to hold on to. While some cryptocurrencies are starting to bounce back, others are still struggling. Also, new cryptocurren... (Read More...)",50,56.81818182,95.61853409,19.38,60.79545455,3.472703695,01-10-22
17,The Block,Indian crypto exchange WazirX confirms layoffs: CoinDesk,The layoffs come nearly two months after Indian authorities began investigating WazirX for alleged money laundering. (Read More...),50,50,0.182947516,50,58.33333333,0.008717179,01-10-22
18,The Daily Hodl,"FTX Scoops Up Bankrupt Crypto Broker Voyager at Discount Price of $51,000,000: Report","Crypto exchange giant FTX is reportedly acquiring troubled crypto broker Voyager Digital at a discounted price after placing a bid to acquire the firm earlier this week. According to a new report by CNBC, FTX won the auction to purchase Voyager after placing a $1.42 billion bid, though the digita... (Read More...)",22.13,50,0.165432692,61.315,49.54545455,0.306814909,01-10-22
19,crypto.news,"BlackRock Launched Metaverse ETF, Other NFT and Metaverse News","Blackrock, the largest ETF provider, recently announced a Metaverse-focused ETF. Popular millionaire under investigation for burning Mexican valuable art. (Read More...)",56.4,43.75,92.69916415,85.48,63.75,2.330568433,01-10-22
20,ZyCrypto,Market Analysts Predict Ether Bearish Continuation That Could Crash Ethereum To $750,"Bearish sentiments for Ether (ETH), the native token of the Ethereum blockchain, continues to build up. ETH is currently trading around its July low of around $1,290, a level that analysts expect prices to fall from to between $750-$850 in the coming months. (Read More...)",29.905,50,1.687926054,36.34,58.33333333,0.177922845,01-10-22
21,Decrypt,How PussyDAO Is Using Solana NFTs to Sell Physical Underwear,"The Web3 brand's vibe is ""punk rock meets hyperfemininity,"" tapping NFTs that can be redeemed for apparel and other products. (Read More...)",50,50,0.215640664,65.91,59.375,15.17682374,01-10-22
22,AMBCrypto,Ethereum: What to expect from the leading alt in Q4 after Merge,"The Ethereum Merge was considered the most anticipated event before 15 September. However, there is no use denying the fact that the Merge failed to positively impact the price Ether [ETH]. According to data from cryptocurrency social analytics platform LunarCrush, the hype that surrounded the Me... (Read More...)",50,50,99.17356074,22.885,57.60606061,0.006657839,01-10-22
