,source,title,excerpt,vader_sentiment_title,tb_sentiment_title,flair_sentiment_title,vader_sentiment_excerpt,tb_sentiment_excerpt,flair_sentiment_excerpt,date
0,The Block,Bitcoin miner CleanSpark slashes 2023 hashrate guidance on build-out delays,Bitcoin miner CleanSpark pushed back its hashrate guidance for end of 2023 due to delays from partner Lancium.,39.885,50.0,0.3816276788711548,50.0,46.875,0.011077523231506348,2022-12-14
1,Cointelegraph,Maple Finance 2.0 overhaul aimed at speeding up the defaulting process,"The overhaul of the protocol, dubbed ""Maple 2.0"" comes only weeks after the platform saw two major defaults on the back of FTX's ...",50.0,50.0,7.470610737800598,50.0,51.041666666666664,0.015497207641601562,2022-12-14
2,Cointelegraph,Maple Finance 2.0 overhaul aims to speed the process for loan defaults,"The overhaul of the protocol, dubbed ""Maple 2.0,"" comes only weeks after the decentralized lending platform saw two major default...",50.0,50.0,99.61986839771271,50.0,51.5625,0.058653950691223145,2022-12-14
3,Blockworks,MetaMask Mobile Users Can Now Buy ETH Using PayPal,"The new feature, available only to select US customers for now, lets Web3 users go from cash to ether via PayPal for a 1% fee",50.0,50.0,8.629891276359558,50.0,58.93939393939394,85.5745255947113,2022-12-14
4,AMBCrypto,"Compound [COMP] whales intensify accumulation, even as price fails to grow","The count of COMP whales has grown significantly in the last three months. Price, however, continues to fall.  Ranked as the 9th DeFi protocol wit...",28.925,25.0,98.81478548049927,50.0,59.375,0.05404949188232422,2022-12-14
5,The Block,BitGo refused to unwind $50 million in wrapped bitcoin for Alameda,BitGo CEO Mike Belshe has now confirmed that his firm stopped Alameda from unwrapping $50 million in wrapped bitcoin for Alameda ...,35.199999999999996,50.0,0.02645552158355713,38.685,55.00000000000001,0.04882216453552246,2022-12-14
6,Seeking Alpha,PayPal to integrate its crypto services with MetaMask wallet for ether transactions,Payments giant PayPal (NASDAQ:PYPL) is integrating its cryptocurrency services with self-custodial crypto wallet MetaMask to allow U.S. MetaMask ...,50.0,50.0,97.0122754573822,61.315,50.0,87.68177926540375,2022-12-14
7,The Block,"CFPB not planning crypto crackdown, says Bureau Director Chopra","Director Rohit Chopra downplayed the possibility of a broad crypto crackdown but left the door open for ""certain electronic consumer ...",50.0,50.0,0.05917549133300781,69.59500000000001,53.45982142857143,2.484196424484253,2022-12-14
8,Finbold,G20 member countries seek to build ‘a policy consensus on crypto’,Member countries of the Group of 20 (G20) have revealed a plan to build a cryptocurrency policy consensus that will … Continued,50.0,50.0,15.342804789543152,50.0,50.0,93.79879832267761,2022-12-14
9,Bitcoinist,Is The Bitcoin Bottom In? A Look At 10 Years Of Performance,Bitcoin has been in existence for less than two decades but its performance has already cemented it as a formidable force to be reckoned with. Ove...,50.0,50.0,79.29730117321014,50.0,41.66666666666667,99.97968971729279,2022-12-14
10,The Block,B. Riley offers $72 million to mining firm Core Scientific,"To prevent the bankruptcy of Bitcoin miner Core Scientific, its main creditor, B. Riley Financial, Inc., offered a $72 million struct...",50.0,47.5,16.65336787700653,50.0,54.166666666666664,0.7287263870239258,2022-12-14
11,The Block,Bitcoin mining report: Core Scientific rallies alongside other industry stocks,Most bitcoin mining stocks tracked by The Block increased on Tuesday. Core Scientific rose by over 69% after announcing a new injecti...,50.0,43.75,89.68974351882935,39.885,70.60606060606061,0.33819377422332764,2022-12-14
12,CryptoSlate,"DeFi, dApp developer Core Business Holdings goes public in US through ARAX acquisition","ARAX Holdings signed a  binding letter of intent and deal terms to acquire 75% of blockchain firm Core Business Holding&#8216;s share capital, the...",50.0,50.0,93.82819533348083,64.8,40.0,98.5968291759491,2022-12-14
13,The Block,"Senators voice broader concerns around crypto, including Binance",Senate lawmakers are also eyeing Binance after fellow off-shore crypto exchange FTX imploded.,50.0,50.0,97.37477600574493,50.0,50.0,0.6874680519104004,2022-12-14
14,AMBCrypto,These latest Avalanche developments can help AVAX climb up the ladder,Avalanche recently announced the launch of the mobile version of its Core Wallet. Avalanche&#8217;s latest developments have caused AVAX to rally ...,70.095,75.0,99.95009005069733,50.0,62.5,98.66251051425934,2022-12-14
15,BeInCrypto,Binance Failure Would Cripple Crypto Industry but Users Back CZ Despite FUD,"Following a week of bad headlines for Binance, attention is turning to what happens if it collapses. It doesn't look good.",61.135000000000005,42.083333333333336,0.012448430061340332,10.165000000000003,50.0,0.13019442558288574,2022-12-14
16,Decrypt,Binance Deliberately Caused FTX Collapse: Kevin O’Leary,The star of “Shark Tank” had some strong words for the exchange at the FTX hearing in the U.S. Senate today.,25.305,50.0,0.03418922424316406,75.53,71.66666666666667,82.68890976905823,2022-12-14
17,Decrypt,Justice Department Charges Nine in Crypto Ponzi Schemes,"The founders of IcomTech and Weltsys ""presented a life of luxury,"" and now stand accused of conspiracy to commit fraud and money laundering.",65.91,50.0,0.504186749458313,9.899999999999999,50.0,0.1192629337310791,2022-12-14
18,CryptoSlate,CryptoSlate Wrapped Daily: SEC takes aim at influencers for securities fraud; SBF allegedly made political donations in others’ name,The biggest news in the cryptoverse for December 134 includes CryptoSlate’s analysis suggesting that the bottom for Bitcoin may not be in yet and ...,30.910000000000004,47.5,0.011876225471496582,50.0,50.0,0.7277518510818481,2022-12-14
19,Cointelegraph,Bitcoin retraces intraday gains as bears aim to pin BTC price under $18K,"BTC bears are positioned to profit from this week’s Bitcoin options expiry, especially if price stays below $18,000.",67.0,50.0,6.442207098007202,72.02,50.0,0.45681893825531006,2022-12-14
20,Cointelegraph,SBF’s Bahamian prison reported for 'harsh' conditions and 'degrading treatment' — US State Dept,Bahamian Commissioner of Correctional Services Doan Cleare reportedly said that most of the facilities had been renovated since 2...,10.18,40.0,0.025284290313720703,50.0,75.0,0.3911048173904419,2022-12-14
21,Cointelegraph,"New OECD report takes lessons from crypto winter, faults ‘financial engineering’",The Organisation for Economic Cooperation and Development found regulation and retail consumer protections lacking in a highly co...,26.165,53.40909090909091,5.034717917442322,50.0,59.0,0.08491873741149902,2022-12-14
22,Seeking Alpha,"CleanSpark stock slips 2% after the bell on major losses in Q4, dimmed hashrate outlook",CleanSpark (NASDAQ:CLSK) stock slipped 2.2% after the bell on Wednesday as the bitcoin miner reported major losses in Q4 and slashed its 2023-end ...,29.905000000000005,53.125,0.009807944297790527,22.13,53.125,0.0024080276489257812,2022-12-14
23,Seeking Alpha,FTX 'mistake' doesn't mean crypto industry will fall apart - Carlyle's David Rubenstein,While acknowledging that many big-name investors failed to conduct sufficient due diligence before giving money to Sam Bankman-Fried and FTX (FTT-...,50.0,34.375,4.111027717590332,38.685,47.91666666666667,0.05679726600646973,2022-12-14
24,Decrypt,White House Refuses to Answer Questions About Sam Bankman-Fried Donations,White House Press Secretary Karine Jean-Pierre claimed she was bound from commenting on the matter by a Depression-era law.,50.0,50.0,0.12471973896026611,51.29,50.0,0.04372298717498779,2022-12-14
25,The Block,"Bitcoin miner CleanSpark reports $42.3 million net loss, missing estimates","Bitcoin miner CleanSpark reported $26.2 million in revenue, missing the average estimate of $27.1 million. The non-GAAP net loss of $...",22.884999999999998,45.0,0.006997585296630859,22.884999999999998,44.166666666666664,0.035130977630615234,2022-12-14
26,AMBCrypto,MATIC: A breakout past $0.95 and its retest can give buyers room to…,Disclaimer: The findings of the following analysis are the sole opinions of the writer and should not be considered investment advice Steady selli...,50.0,37.5,75.3856509923935,50.0,52.77777777777778,0.5626529455184937,2022-12-14
27,Cointelegraph,Binance 'put FTX out of business' — Kevin O'Leary,A US Senate committee heard details of the investor's conversations with Sam Bankman-Fried before the collapse.,50.0,50.0,0.13415515422821045,25.305,50.0,82.96502530574799,2022-12-14
28,BSCnews,US Senate Banking Committee Holds Meeting on FTX Collapse,Most Senators were able to draw a clear line between the failures of humans at FTX and the underlying technology used.,25.305,50.0,0.8846908807754517,44.865,68.33333333333333,19.496768712997437,2022-12-14
29,Finbold,Senate hearing: Kevin O’Leary slams Binance for putting FTX out of business,"Kevin O’Leary, star of the television show “Shark Tank,” and former advocate of the now-collapsed FTX cryptocurrency exchange, has delved … Contin...",50.0,50.0,0.7981359958648682,50.0,50.0,0.2435922622680664,2022-12-14
30,Cointelegraph,Here is why Bitcoin price gave back all its intraday gains,BTC price retraced all of its intraday gains after Fed chair Jerome Powell issued hawkish statements related to the central bank'...,67.0,50.0,0.04011690616607666,67.0,50.0,0.14795362949371338,2022-12-14
31,crypto.news,Toncoin’s upward charge continues as it gains 37% in seven days,Investors continue to reap big from the bullish trend of Toncoin over the last few weeks as other coins continue in the bear market. Bullish exper...,67.0,50.0,99.8037725687027,50.0,45.9375,1.4283359050750732,2022-12-14
32,The Block,Gemini reports third-party phishing campaign that affected some customer data,Crypto exchange Gemini said Wednesday that a phishing campaign led to the collection of some customer email addresses and partial pho...,42.345,50.0,0.02313852310180664,50.0,45.0,0.01519918441772461,2022-12-14
33,CryptoSlate,Active ETH addresses reach all-time high of 1.4M,Glassnode data analyzed by Cryptoslate revealed that the number of active Ethereum (ETH) addresses reached a new all-time high (ATH) on December 9...,71.075,50.66666666666667,80.60795068740845,76.335,52.717171717171716,0.6003797054290771,2022-12-14
34,NewsBTC,"Bitcoin Volatility Explodes Around $18K Level, As Fed Reveals 50 Basis Point Rate Increase","Bitcoin price touched a high of nearly $18,400 in anticipation of today’s Federal Reserve meeting, where the US central bank was expected to raise...",65.91,50.0,0.03543496131896973,55.135,52.0,2.6922672986984253,2022-12-14
35,The Block,"Binance CEO has traveled to US without publicizing it, spokesperson says","As the U.S. weighs charging Binance execs for financial crimes, a spokesperson said that the CEO traveled to the U.S. without publici...",50.0,50.0,0.37838220596313477,50.0,50.0,0.16859471797943115,2022-12-14
36,crypto.news,Kevin O’Leary: Binance is an unregulated monopoly,"The U.S. Congress held a second hearing this week to examine the effects of FTX&#8217;s bankruptcy. The company went bankrupt in November, shockin...",50.0,50.0,1.0221153497695923,22.13,50.0,0.07793605327606201,2022-12-14
37,Blockworks,Actors and TV Personalities Testify as Warren Introduces Anti-privacy Crypto Bill,"Wallet providers, miners and validators would have to complete know-your-customer checks, per the new bill",50.0,50.0,15.7169908285141,50.0,55.90909090909091,79.07272577285767,2022-12-14
38,CoinGape,Will Bitcoin (BTC) Price Pump Or Dump This Coming Weekend?,"With the latest announcement of an interest rate hike of 50 basis-points from the U.S. Federal Reserve, the crypto market crashed, washing off all...",30.910000000000004,50.0,0.0028133392333984375,72.94,75.0,0.002956390380859375,2022-12-14
39,Cointelegraph,MetaMask to allow users to purchase and transfer Ethereum via PayPal,The service will initially be rolled out to select PayPal users within the United States.,61.315,50.0,9.681850671768188,71.075,50.0,3.5028576850891113,2022-12-14
40,Crypto Daily™,Cardano (ADA) Left Behind After Orbeon Protocol (ORBN) Surges 655% in Presale,Orbeon Protocol (ORBN) has set new highs leaving behind Cardano (ADA) which has been dropping lately. With stage 3 of the presale already underwa...,50.0,40.0,0.04016458988189697,50.0,40.60606060606061,14.65095579624176,2022-12-14
41,CoinGape,Bullish Pattern Breakout Set XRP Price For 30% Rise,The sudden buying pressure in the crypto market encourages XRP price for a bullish breakout from the flag pattern. This pattern consists of a bull...,50.0,50.0,1.2777507305145264,58.894999999999996,50.0,0.022360682487487793,2022-12-14
42,BSCnews,Pi Network Open Mainnet: Still in the Distance?,Recent comments from the CEOs don't bode well for a quick arrival to the Open Mainnet.,50.0,50.0,0.030720233917236328,39.715,55.55555555555556,0.6095767021179199,2022-12-14
43,Seeking Alpha,"Cryptos erase gains after Fed signals more rate hikes, higher terminal rate","Cryptocurrencies have mostly turned red in Wednesday afternoon trading after the Federal Reserve, in its looming battle against inflation, signale...",67.0,68.75,99.05562400817871,26.165,62.5,0.039201974868774414,2022-12-14
44,ZyCrypto,ADA Consolidates As Hoskinson Envisions Multiple Major Blockchains Like Solana Becoming A Sidechain to Cardano,"As ADA trades sideways, its co-founder Charles Hoskinson suggests having Solana as a sidechain (a separate blockchain connected to the main blockc...",68.06,58.54166666666667,98.63832294940948,50.0,58.333333333333336,5.135667324066162,2022-12-14
45,Decrypt,"Bitcoin, Ethereum Drop Sharply After Fed Signals More Interest Rate Hikes to Come",Bitcoin nosedived following the central bank’s decision to raise rates by 50 basis points.,64.72,59.375,0.01055896282196045,50.0,50.0,0.003719329833984375,2022-12-14
46,NewsBTC,"What Ethereum’s Rejection At $1,350 Says About The Cryptocurrency",Ethereum saw an increase in its price on Tuesday along with the rest of the crypto market following the positive CPI data release. The jump in pri...,22.884999999999998,50.0,0.4087895154953003,85.48,55.68181818181818,2.731311321258545,2022-12-14
47,The Block,Curve Finance to deploy on zkSync’s mainnet next year,"The largest decentralized stablecoin exchange Curve Finance will be deploying on zkSync's mainnet, marking its first deployment on a ...",50.0,50.0,98.46713244915009,50.0,62.5,99.87325668334961,2022-12-14
48,crypto.news,Ethereum co-founder and Tron creator Justin Sun moves $150m BUSD to Tron,Justin Sun — the creator of Tron (TRX) and one of Ethereum&#8217;s (ETH) co-founders — moved $150 million in Binance USD (BUSD) from Ethereum to T...,50.0,50.0,1.6559243202209473,50.0,50.0,0.08175671100616455,2022-12-14
49,CoinGape,Solana Price Prediction: Here’s Why SOL Seems Ready To Surpass $15 Barrier?,"Amid the ongoing recovery sentiment in the crypto market, the Solana price rebounded from the local support of $12.75. this bullish reversal carri...",62.5,60.0,0.22945106029510498,70.095,50.0,0.09587407112121582,2022-12-14
50,Decrypt,MetaMask Launches PayPal Integration for Ethereum Purchases,Some U.S. MetaMask users can now buy Ethereum directly from their wallet using PayPal.,50.0,50.0,89.9831473827362,50.0,55.00000000000001,6.9796353578567505,2022-12-14
51,CryptoSlate,Gambling-related USDT funds grow as 1k new online gambling websites use Tether,"Deposits and withdrawals of USDT among gambling websites through crypto payment platforms are on the rise, according to a report from Wu Blockchai...",50.0,56.81818181818181,0.9235799312591553,50.0,50.0,2.3153990507125854,2022-12-14
52,Cointelegraph,Senate FTX hearing: calls for regulation and crypto criticisms aplenty,"""Short of enacting draconian authoritarian policies, cryptocurrency cannot be stopped,"" said Senator Pat Toomey.",38.685,50.0,9.265166521072388,50.0,50.0,2.6535987854003906,2022-12-14
53,The Block,Magic Eden introduces discount and rewards system for marketplace users,"The move comes after several changes to bolster user engagement on the platform, such as a reinstated creator royalty system.  ...",73.83500000000001,75.0,99.91468489170074,72.94,50.0,3.2585322856903076,2022-12-14
54,crypto.news,Japan’s major utility provider partners with local mining rig maker,"TEPCO, a Japanese utility company behind the Fukushima nuclear reactor, partnered with local mining rig developer Triple-1 to offer its extra ener...",43.6,51.5625,99.9554306268692,43.6,45.0,99.09420013427734,2022-12-14
55,NewsBTC,FUD Intensifies: Can Binance Survive Or Is This The End?,"Binance, the largest crypto exchange in the world by trading volume, has been the target of massive FUD (Fear, Uncertainty, and Doubt, for the uni...",28.610000000000003,50.0,92.58285164833069,11.304999999999998,50.0,0.010886788368225098,2022-12-14
56,Cointelegraph,The Agenda podcast chats crypto and sex work with WetSpace CEO Allie Rae,Allie Rae of WetSpace joins Cointelegraph’s new podcast The Agenda to discuss how crypto and blockchain can empower adult content...,50.0,50.0,86.62438094615936,50.0,55.90909090909091,97.3442941904068,2022-12-14
57,Cointelegraph,"NFTs minted on FTX break: Nifty Newsletter, Dec. 7–13","Because of the “ridiculous amount” of NFTs being minted, entrepreneur Gary Vaynerchuck argued that it’s unlikely for another mark...",70.095,50.0,90.35598039627075,31.94,29.166666666666668,0.06302297115325928,2022-12-14
58,Decrypt,"Magic Eden Will Reward Loyal Traders With Discounts, Free NFTs",The top Solana NFT marketplace is rolling out a rewards program with freebies and perks alongside an upcoming fee model shift.,93.895,70.55555555555556,99.67012107372284,88.58500000000001,75.0,99.13992583751678,2022-12-14
59,Seeking Alpha,B. Riley Financial proposes debt restructuring for Core Scientific to avoid bankruptcy,"B. Riley Financial (NASDAQ:RILY) on Wednesday issued an open letter to Core Scientific (CORZ), proposing debt restructuring to avoid a potential b...",21.405,50.0,75.38893222808838,21.405,50.0,0.022929906845092773,2022-12-14
60,NewsBTC,Toncoin (TON) Shoots Up 50% In 7 Days – This Telegram Feature Cranks Up Demand,Toncoin (TON) is currently outperforming all other cryptocurrencies in the top 100 by market capitalization on a weekly basis. With a price increa...,43.6,50.0,92.6060676574707,60.114999999999995,56.25,0.0608295202255249,2022-12-14
