,source,title,excerpt,vader_sentiment_title,tb_sentiment_title,flair_sentiment_title,vader_sentiment_excerpt,tb_sentiment_excerpt,flair_sentiment_excerpt,date
0,Bitcoin Magazine,Beyond The kWh: Factors That Bitcoin Miners Need To Consider,"KWh aside, there are other important factors for miners to consider in both the choosing of their machine and the operational decisions they make. (Read More...)",50.0,50.0,99.01217222213745,60.114999999999995,62.916666666666664,22.303935885429382,2022-07-15
1,Bitcoinist,Sri Lanka’s Central Bank Warns Against Crypto Amid Economic Crisis,"The Central Bank of Sri Lanka, or CBSL, has cautioned the public against buying cryptocurrencies due to a lack of regulatory monitoring at a time of economic and political upheaval. Sri Lanka Maintain “Crypto Is Illegal” Stance A public awareness notice was released by Sri Lanka’s central bank on... (Read More...)",16.475,55.00000000000001,1.4880716800689697,34.089999999999996,50.416666666666664,0.13153553009033203,2022-07-15
2,Bitcoin.com,Bank of America Predicts US Recession This Year as Inflation Hits 40-Year High,"Bank of America has forecasted that the U.S. economy will slide into a recession this year. “A number of forces have coincided to slow economic momentum more rapidly than we previously expected,” the bank’s economists said. US Economy Heading Into a Recession This Year, Says Bank of America Bank ... (Read More...)",28.925,57.99999999999999,0.07190406322479248,17.570000000000004,57.99999999999999,0.1384347677230835,2022-07-15
3,NewsBTC,"Bitcoin Manage To Hold Its Own As Wall Street Open With Losses, Analysts Weigh In On Bottom","While American stocks plunged at the opening of Wall Street on July 14, Bitcoin escaped losses, but traders remained uneasy. Analysts Weigh In On Bitcoin Bottom The S&amp;P 500 and Nasdaq Composite Index both fell by about 1.8% at the time of writing as Wall Street opened in the red. Although the... (Read More...)",29.905000000000005,65.0,6.52884840965271,17.86,58.333333333333336,0.09823739528656006,2022-07-15
4,Cointelegraph,"UNI, MATIC and AAVE surge after Bitcoin price bounces back above $20K","Bitcoin, Uniswap, Polygon and Aave turned green just a day after the highest CPI print in over 40 years. (Read More...)",50.0,50.0,88.42892050743103,50.0,57.49999999999999,0.024449825286865234,2022-07-15
5,The Block,"Circle discloses $55.7 billion worth of cash, Treasury reserves",Circle has started sharing detailed disclosures about its USDC reserve assets on a monthly basis. (Read More...),70.095,65.0,6.825563311576843,77.115,72.5,84.3817800283432,2022-07-15
6,Cointelegraph,Ankr Network’s 2.0 upgrade aims to improve Web3 decentralization,"Ankr is one of the largest remote procedure call (RPC) endpoint providers in the crypto space, which are critical for Web3 dApps that connect with blockchains. (Read More...)",72.02,50.0,90.80937206745148,34.089999999999996,56.666666666666664,99.7973769903183,2022-07-15
7,CoinTelegraph,Crypto markets need to hit ‘total panic’ before revival: Kevin O’Leary,"The millionaire investor thinks that the market bottom will be marked by “total panic,” at which point weak companies with “idiot managers” will be weeded out and the industry can continue to grow. (Read More...)",50.0,50.0,75.31585693359375,27.98,44.25,0.1280069351196289,2022-07-15
8,Bitcoinist,Bitcoin Mining Difficulty Adjusts Downward For Second Time In A Row,"Bitcoin mining difficulty has been adjusting for a while now. With the hashrate falling as more miners go offline due to declining profitability, mining difficulty has been following pretty much the same trend. However, instead of falling the trend that was persistent through the last two months,... (Read More...)",32.99999999999999,50.0,0.016051530838012695,32.325,58.28124999999999,0.05437731742858887,2022-07-15
9,Bitcoin.com,Monopoly Millionaire Game Raised $1 Million in Seed Funding,"PRESS RELEASE. Monopoly Millionaire Game, a marine-themed GameFi that involves island construction, cultivating, shooting and more, announced that it has completed a seed funding of 1 million US Dollar. By this round of funding, MMG was valued at 10 million US Dollar. Mirana Ventures led the seed... (Read More...)",50.0,30.0,98.3906090259552,72.02,55.00000000000001,19.511255621910095,2022-07-15
10,NewsBTC,"Mid Cap Crypto Coins Lead In July, Best Way To Weather The Winter?","While the crypto market had succumbed to the winter, there are some digital assets that have refused to be dragged down with it. These cryptocurrencies putting up a harder fight than even their larger counterparts have been able to keep their heads above water. Two weeks into the new month and mo... (Read More...)",81.845,75.0,0.0024378299713134766,24.47,55.505050505050505,2.6870906352996826,2022-07-15
11,CryptoGlobe,"Bitcoin ($BTC) Could Drop Below $10,000 As It Navigates ‘Uncharted Territory’, Says Crypto Analyst","A popular cryptocurrency analyst has suggested that the price of Bitcoin ($BTC) could drop to an $8,500 low as it navigates “uncharted territory” because of wider macroeconomic conditions affecting the cryptocurrency space and technical indicators. According to crypto analyst Justin Bennett, as f... (Read More...)",36.34,50.0,0.04737675189971924,44.865,63.74999999999999,2.9957741498947144,2022-07-15
12,Decrypt,"See You in Court, Anon: UK Judge Allows Lawsuits via NFT Airdrop",A U.K. court has ruled that individuals and entities can now be served legal documents via NFTs. But the jury's out on the method's efficacy. (Read More...),42.345,50.0,98.0179101228714,53.22,67.5,8.724427223205566,2022-07-15
13,AMBCrypto,Cardano’s new impressive developments ft. same old problem,"Different speculations around the Cardano [ADA] Vasil hard fork have been circulating in the crypto space for the last month. Fair to say, the Cardano community has been buzzing with excitement. Nonetheless, ADA’s price failed to showcase the same enthusiasm despite a number of attempts to climb ... (Read More...)",57.655,65.45454545454545,0.03959834575653076,76.945,52.916666666666664,0.0018656253814697266,2022-07-15
14,Decrypt,Ethereum Deploys Latest Shadow Fork En Route to the Merge,The blockchain went live with another shadow fork today to test a specific feature before its transition to proof of stake. (Read More...),50.0,75.0,97.87527024745941,50.0,60.60606060606061,0.07355213165283203,2022-07-15
15,Cryptonews,"Following Terra’s Lehman Moment, What’s Next for the Market?","Adi Ben-Ari is the Founder and CEO of data security specialist Applied Blockchain. __________ The collapse of TerraUSD and Luna in May, and the associated tailspin in the crypto market, have prompted observers from both within the decentralized finance (DeFi) space and externally to ask the now v... (Read More...)",50.0,50.0,2.813214063644409,39.885,62.5,97.50842452049255,2022-07-15
16,The Daily Hodl,"Ethereum (ETH) Ready for ‘Significant Run,’ Says Top Crypto Analyst – Here’s His Target","A closely followed analyst is providing updates for the two leading digital assets as each fights to hold a critical support level. Michaël van de Poppe tells his 616,200 Twitter followers he’s eyeing $950 as low-end support for Ethereum (ETH) while suggesting the leading smart contract platform ... (Read More...)",75.53,67.91666666666667,98.05578291416168,79.295,58.92857142857143,4.503506422042847,2022-07-15
17,The Daily Hodl,"GameStop NFT Marketplace Launches Beta, Nearly Doubles Total Coinbase NFT Ethereum Sales in Just Two Days","Retail giant GameStop is launching the beta version of its non-fungible token (NFT) marketplace, already outpacing one prominent competitor. Though GameStop released its NFT marketplace just two days ago, it has already nearly doubled the total amount of Ethereum (ETH) NFT sold over Coinbase’s NF... (Read More...)",50.0,52.5,2.852827310562134,65.91,61.0,1.4663130044937134,2022-07-15
18,Decrypt,Celsius Bankruptcy Filing Shows $1.2 Billion Hole in Its Balance Sheet,The bankruptcy filing says the platform made “certain poor asset deployment decisions” when the platform grew faster than it anticipated. (Read More...),50.0,50.0,0.012192130088806152,42.345,55.23809523809524,0.06737112998962402,2022-07-15
19,Brave New Coin,Jarvis Network - the on-chain Forex market,"Pascal Tallarida is the founder of Jarvis Network, a trading platform to buy, sell and exchange stable and liquid synthetic fiat currencies powered by an on-chain Forex market. (Read More...)",50.0,50.0,5.1655203104019165,64.8,75.0,92.5537496805191,2022-07-15
20,CryptoPotato,CoinShares Unveils Staked Algorand ETP on Deutsche Boerse,"The new CoinShare's physically-backed ETP joins the list of other staked ETP offerings, including Polygon, Polkadot, Solana, Cardano, Tezos, and Cosmos. (Read More...)",50.0,50.0,4.5693278312683105,50.0,58.52272727272727,95.68709135055542,2022-07-15
21,The Block,Gensler: SEC could tailor disclosures for crypto firms,A top financial regulator suggested the Securities and Exchange Commission could tailor disclosures to accommodate crypto companies while protecting investors. (Read More...),50.0,45.0,2.2180914878845215,72.94,66.66666666666666,0.6017982959747314,2022-07-15
22,Blockworks,74% of Latin Americans Prefer Businesses That Accept Crypto: Report,"Latin America and the Asia Pacific region are bullish on cryptoassets, Ripple’s crypto trends survey found The post 74% of Latin Americans Prefer Businesses That Accept Crypto: Report appeared first on Blockworks. (Read More...)",69.08999999999999,50.0,0.24884939193725586,69.08999999999999,68.75,0.7353752851486206,2022-07-15
23,Bitcoin.com,"Celsius Network’s Token CEL Drops 58% After Bankruptcy Filing, So-Called ‘Short Squeeze’ Falters","During the last 30 days, the Celsius Network’s native token CEL increased in value by over 140% against the U.S. dollar. On July 13, just before the lending company filed for Chapter 11 bankruptcy, CEL was exchanging hands for $0.961 per unit. Following the news that the company filed for bankrup... (Read More...)",50.0,50.0,0.004965066909790039,77.115,58.333333333333336,0.0212937593460083,2022-07-15
24,Cointelegraph,"OpenSea lays off 20% of its staff, citing ‘crypto winter’","The bear market in Bitcoin and altcoins has had a negative impact on staffing levels at major crypto companies, including exchanges, lending platforms and marketplaces. (Read More...)",50.0,50.0,0.0064432621002197266,21.405,54.37499999999999,0.07170140743255615,2022-07-15
25,CoinTelegraph,CleanSpark scoops up 1K+ mining rigs at 'substantially discounted price',"“We are seeing unprecedented opportunities in this market,” said CleanSpark president and CEO Zach Bradford. (Read More...)",56.315000000000005,50.0,99.6888518333435,69.08999999999999,77.5,98.1061726808548,2022-07-15
26,CoinTelegraph,Circle discloses full breakdown of $55.7B USDC reserves,"As of June 30, about 75.6% of Circle’s reserves were held in U.S. Treasuries and 24.4% were held in cash at regulated financial institutions. (Read More...)",50.0,67.5,0.39814114570617676,61.315,62.5,0.13401806354522705,2022-07-15
27,The Block,"Bitcoin mining stock report: Thursday, July 14","Here's how crypto mining companies performed on Thursday, July 14. (Read More...)",50.0,50.0,0.011023879051208496,50.0,75.0,0.026354193687438965,2022-07-15
